,NoOfJS,NoOfCSS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfImage,HasCopyrightInfo,HasPasswordField,HasHiddenFields,HasSubmitButton,HasSocialNet,HasExternalFormSubmit,NoOfiFrame,HasFavicon,HasTitle,Title,LineOfCode,LargestLineLength,IsHTTPS,NoOfOtherSpecialCharsInURL,NoOfAmpersandInURL,NoOfDegitsInURL,NoOfLettersInURL,NoOfSubDomain,TLD,IsDomainIP,DomainLength,Domain,URLLength,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,URLSimilarityIndex,NoOfEqualsInURL,TLDLength,NoOfQMarkInURL,LetterRatioInURL,DegitRatioInURL,SpacialCharRatioInURL,label,URL
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,33,1,ca,0,10,www.cbc.ca,42,0,2,0.05,1.0,0,2,0,0.7857142857142857,0.0,0.21428571428571427,1,https://www.cbc.ca/news/background/arbour/
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,38,1,com,0,20,www.neuserbasses.com,46,1,6,0.13,0.67,0,3,0,0.8260869565217391,0.0,0.17391304347826086,1,https://www.neuserbasses.com/paul_jackson.html
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,0,77,1,co.uk,0,38,www.princesspeppapigpeppaspalace.co.uk,88,1,7,0.08,0.42,0,5,0,0.875,0.0,0.125,1,https://www.princesspeppapigpeppaspalace.co.uk/uncategorized/simplicity-sewing-patterns/
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,27,2,edu,0,25,www.registrar.indiana.edu,34,0,3,0.09,0.58,0,3,0,0.7941176470588235,0.0,0.20588235294117646,1,https://www.registrar.indiana.edu/
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,0,36,1,com,0,17,www.wikinvest.com,47,0,6,0.13,0.67,0,3,0,0.7659574468085106,0.0,0.23404255319148937,1,https://www.wikinvest.com/stock/CGI_Group_(GIB)
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,2,42,1,com,0,13,www.spoke.com,52,1,2,0.04,0.75,0,3,0,0.8076923076923077,0.038461538461538464,0.15384615384615385,1,https://www.spoke.com/info/p4VYjC2/MortimerZuckerman
608,12,15,0,0,17,1,1,1,3,0,0,0,0,0,0,0,0,1,CW Coach – Funeral Vehicles,279,9089,1,6,0,0,18,1,com,0,15,www.cwcoach.com,24,0,2,0.08,0.67,0,3,0,0.75,0.0,0.25,1,https://www.cwcoach.com/
609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,28,1,qc.ca,0,23,www.vaniercollege.qc.ca,36,1,5,0.14,0.48,0,5,0,0.7777777777777778,0.0,0.2222222222222222,1,https://www.vaniercollege.qc.ca/fso/
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,16,58,1,com,0,22,www.myvirtualpaper.com,86,1,15,0.17,0.67,0,3,0,0.6744186046511628,0.18604651162790697,0.13953488372093023,1,https://www.myvirtualpaper.com/doc/The-Suburban/thesuburbannovember24_2010/2010112401/
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,32,2,com,0,19,www.uk.linkedin.com,40,1,4,0.1,0.73,0,3,0,0.8,0.0,0.2,1,https://www.uk.linkedin.com/in/robertjoy
612,0,0,13,3,0,0,0,0,11,0,0,0,0,0,0,0,0,1,No Life 'til Metal - CD Gallery - Artillery,244,1573,1,7,0,0,38,1,com,0,22,www.nolifetilmetal.com,45,1,9,0.2,0.62,0,3,0,0.8444444444444444,0.0,0.15555555555555556,1,https://www.nolifetilmetal.com/artillery.html
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,0,42,1,org,0,12,www.imtl.org,52,1,6,0.12,0.67,0,3,0,0.8076923076923077,0.0,0.19230769230769232,1,https://www.imtl.org/montreal/borough/Centre-sud.php
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,33,2,com,0,33,www.all-matches-free.blogspot.com,42,1,8,0.19,0.67,0,3,0,0.7857142857142857,0.0,0.21428571428571427,1,https://www.all-matches-free.blogspot.com/
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,13,0,0,68,1,com,0,23,www.usmilitarystuff.com,81,1,12,0.15,0.59,0,3,0,0.8395061728395061,0.0,0.16049382716049382,1,https://www.usmilitarystuff.com/army-stuff/medals-and-ribbons/soldiers-medal.html
616,9,5,111,0,6,1,0,0,24,1,0,0,1,1,0,0,0,1,Magazine Desktopauthor.com,704,9462,1,6,0,0,24,1,com,0,21,www.desktopauthor.com,30,0,2,0.07,0.64,0,3,0,0.8,0.0,0.2,1,https://www.desktopauthor.com/
617,0,1,76,1,35,1,0,0,2,0,0,0,0,1,0,0,1,1,About Leslie Feinberg | Flickr,1829,164472,1,8,0,0,41,1,com,0,14,www.flickr.com,49,1,4,0.08,0.74,0,3,0,0.8367346938775511,0.0,0.16326530612244897,1,https://www.flickr.com/people/transgenderwarrior/
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,16,0,0,94,4,com,0,45,www.freepages.genealogy.rootsweb.ancestry.com,110,1,10,0.09,0.73,0,3,0,0.8545454545454545,0.0,0.14545454545454545,1,https://www.freepages.genealogy.rootsweb.ancestry.com/~snaylor/QueMark/Gatineau/BoisFran/BoisFran/BOISFRAN.HTM
619,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,37,1,com,0,15,www.jimrome.com,44,0,2,0.05,0.74,0,3,0,0.8409090909090909,0.0,0.1590909090909091,1,https://www.jimrome.com/stations/mississippi
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,6,35,2,com,0,22,www.movies.tvguide.com,50,1,7,0.14,0.74,0,3,0,0.7,0.12,0.18,1,https://www.movies.tvguide.com/cherry-falls/134766
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,0,56,2,edu,0,20,www.library.umkc.edu,67,1,8,0.12,0.67,0,3,0,0.835820895522388,0.0,0.16417910447761194,1,https://www.library.umkc.edu/marr-collections/archival/bodine/audio
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,7,37,2,com,0,19,www.ca.linkedin.com,56,1,8,0.14,0.73,0,3,0,0.6607142857142857,0.125,0.21428571428571427,1,https://www.ca.linkedin.com/pub/joel-bouchard/11/5a5/647
623,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,14,326,1,6,0,0,22,1,com,0,19,www.miltonyoung.com,28,1,3,0.11,0.64,0,3,0,0.7857142857142857,0.0,0.21428571428571427,1,https://www.miltonyoung.com/
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,13,0,4,54,2,com,0,24,www.navy.memorieshop.com,71,1,10,0.14,0.67,0,3,0,0.7605633802816901,0.056338028169014086,0.18309859154929578,1,https://www.navy.memorieshop.com/Kawishiwi/Carpenter/Log-Oct-66-31.html
625,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,1,8,50,1,com,0,14,www.canada.com,72,1,4,0.06,0.84,2,3,1,0.6944444444444444,0.1111111111111111,0.19444444444444445,1,https://www.canada.com/windsorstar/news/sports/story.html?id=5748373&p=2
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,4,45,2,org,0,20,www.en.wikipedia.org,60,1,9,0.15,1.0,0,3,0,0.75,0.06666666666666667,0.18333333333333332,1,https://www.en.wikipedia.org/wiki/2002_Montreal_Expos_season
627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,46,1,com,0,28,www.philthesecurityguard.com,54,1,7,0.13,0.62,0,3,0,0.8518518518518519,0.0,0.14814814814814814,1,https://www.philthesecurityguard.com/worlds_apart.html
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,26,2,org,0,24,www.mobile.actransit.org,33,1,4,0.12,0.64,0,3,0,0.7878787878787878,0.0,0.21212121212121213,1,https://www.mobile.actransit.org/
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,25,2,edu,0,16,www.iueye.iu.edu,33,1,4,0.12,0.77,0,3,0,0.7575757575757576,0.0,0.24242424242424243,1,https://www.iueye.iu.edu/faculty/
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,31,1,in,0,28,www.companyformationindia.in,37,1,2,0.05,0.48,0,2,0,0.8378378378378378,0.0,0.16216216216216217,1,https://www.companyformationindia.in/
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,0,50,2,com,0,19,www.blog.sfgate.com,61,1,6,0.1,0.84,0,3,0,0.819672131147541,0.0,0.18032786885245902,1,https://www.blog.sfgate.com/dailydish/category/maria-shriver/
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,0,63,2,org,0,25,www.commons.wikimedia.org,75,0,6,0.08,0.92,0,3,0,0.84,0.0,0.16,1,https://www.commons.wikimedia.org/wiki/Category:United_States_Army_officers
633,0,29,191,7,37,0,0,0,73,1,0,1,1,0,0,0,1,1,"Amazon.com: Airheads : Brendan Fraser, Steve Buscemi, Adam Sandler, Chris Farley, Michael McKean, Judd Nelson, Ernie Hudson, Amy Locane, Nina Siemaszko, Marshall Bell, Reg E. Cathey, David Arquette, Michael Lehmann, Rich Wilkes: Movies & TV",6940,39524,1,10,0,5,45,1,com,0,14,www.amazon.com,60,1,8,0.13,1.0,0,3,0,0.75,0.08333333333333333,0.16666666666666666,1,https://www.amazon.com/Airheads-Brendan-Fraser/dp/B00005NGAY
634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,20,1,org,0,17,www.finaldebt.org,26,1,3,0.12,0.6,0,3,0,0.7692307692307693,0.0,0.23076923076923078,1,https://www.finaldebt.org/
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,39,1,bc.ca,0,19,www.crunchers.bc.ca,48,1,5,0.1,0.57,0,5,0,0.8125,0.0,0.1875,1,https://www.crunchers.bc.ca/robinson/thehbc.html
636,16,11,75,3,4,1,2,1,3,0,0,0,0,0,0,0,1,1,Sermons of Dr. Ian Paisley | SermonAudio,137,9360,1,7,1,0,65,1,org,0,18,www.ianpaisley.org,76,1,8,0.11,0.62,2,3,1,0.8552631578947368,0.0,0.14473684210526316,1,https://www.ianpaisley.org/article.asp?printerFriendly=true&ArtKey=ballymena
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,36,2,com,0,34,www.translatingeurope.blogspot.com,43,1,5,0.12,0.67,0,3,0,0.8372093023255814,0.0,0.16279069767441862,1,https://www.translatingeurope.blogspot.com/
638,5,3,150,3,14,0,0,0,17,1,1,0,1,1,0,0,1,1,Sony Ericsson Satio (Idou) - Full phone specifications,1096,1793,1,13,0,4,43,1,com,0,16,www.gsmarena.com,60,0,7,0.12,0.76,0,3,0,0.7166666666666667,0.06666666666666667,0.21666666666666667,1,https://www.gsmarena.com/sony_ericsson_satio_(idou)-2683.php
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,0,39,1,com,0,17,www.starpulse.com,49,1,5,0.1,0.83,0,3,0,0.7959183673469388,0.0,0.20408163265306123,1,https://www.starpulse.com/Movies/Far_From_Heaven/
640,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,3,29,1,com,0,17,www.123people.com,40,1,4,0.1,0.73,0,3,0,0.725,0.075,0.2,1,https://www.123people.com/s/jane+burkett
641,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,22,1,com,0,15,www.twitter.com,28,0,2,0.07,0.74,0,3,0,0.7857142857142857,0.0,0.21428571428571427,1,https://www.twitter.com/ktvu
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,15,0,4,63,1,com,0,17,www.novocondo.com,84,1,20,0.24,0.7,1,3,1,0.75,0.047619047619047616,0.20238095238095238,1,https://www.novocondo.com/1-1-1-condo-for-sale-Montreal-Ville-Emard.html?SecteurID=2
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,53,1,com,0,24,www.maverickairlines.com,62,1,7,0.11,0.67,0,3,0,0.8548387096774194,0.0,0.14516129032258066,1,https://www.maverickairlines.com/airline_charter_services.aspx
644,6,3,170,0,6,0,0,0,109,1,1,1,0,0,0,1,0,1,"Wisconsin Race Track Listing, Directory of Oval Tracks & Drag Strips - RacingIn.com",1315,1032,1,8,0,0,37,1,com,0,16,www.racingin.com,45,0,3,0.07,0.74,0,3,0,0.8222222222222222,0.0,0.17777777777777778,1,https://www.racingin.com/track/wisconsin.aspx
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,36,0,11,172,1,com,0,16,www.shopwiki.com,219,1,44,0.21,0.78,0,3,0,0.7853881278538812,0.0502283105022831,0.1643835616438356,1,https://www.shopwiki.com/Annette_Funicello_Mouseketeers_1962_LP_Signed_By_5_Darlene_Gillespie_Cubby_O%27Brien_Karen_Pendleton_Lonnie_Burr_Autograph_%22Musical_Highlights_From_The_Mickey_Mouse_Club_TV_Show%22_Walt_Disney
646,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,13,0,0,65,1,com,0,12,www.yelp.com,78,1,13,0.17,0.75,0,3,0,0.8333333333333334,0.0,0.16666666666666666,1,https://www.yelp.com/biz/joe-bowman-auto-plaza-chevrolet-cadillac-harrisonburg
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,3,7,61,1,org,0,18,www.greenroofs.org,84,1,8,0.1,0.69,4,3,1,0.7261904761904762,0.08333333333333333,0.19047619047619047,1,https://www.greenroofs.org/index.php?option=com_content&task=view&id=1038&Itemid=136
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,3,42,1,com,0,28,www.directwheelsandtires.com,54,1,9,0.17,0.62,0,3,0,0.7777777777777778,0.05555555555555555,0.16666666666666666,1,https://www.directwheelsandtires.com/Maya-MRS-141.html
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,31,1,com,0,13,www.ilike.com,39,1,4,0.1,0.74,0,3,0,0.7948717948717948,0.0,0.20512820512820512,1,https://www.ilike.com/artist/Mike+Bless
650,36,1,428,1,11,1,1,1,21,1,0,0,0,1,0,0,1,1,Duke Basketball: 5 Potential Foes Capable of Beating the Blue Devils in Maui,23,2289483,1,19,0,6,100,1,com,0,22,www.bleacherreport.com,125,1,23,0.18,0.65,0,3,0,0.8,0.048,0.152,1,https://www.bleacherreport.com/articles/794090-duke-basketball-five-potential-opponents-capable-of-beating-the-devils-in-maui
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,2,42,1,com,0,13,www.manta.com,54,1,6,0.11,0.84,0,3,0,0.7777777777777778,0.037037037037037035,0.18518518518518517,1,https://www.manta.com/c/mmjl9c4/bombardier-capital-inc
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,4,56,1,com,0,15,www.foxnews.com,72,1,9,0.12,1.0,0,3,0,0.7777777777777778,0.05555555555555555,0.16666666666666666,1,https://www.foxnews.com/topics/politics/elections-2008/donna-hanover.htm
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,3,39,1,org,0,16,www.us-roots.org,52,1,7,0.13,0.64,0,3,0,0.75,0.057692307692307696,0.19230769230769232,1,https://www.us-roots.org/wvroane/query/query009.html
654,10,3,17,1,41,1,1,1,7,1,0,0,0,1,0,0,1,1,Jeffrey Steele News,508,94283,1,9,0,0,42,1,com,0,22,www.tasteofcountry.com,51,1,4,0.08,0.61,0,3,0,0.8235294117647058,0.0,0.17647058823529413,1,https://www.tasteofcountry.com/tags/jeffrey-steele/
655,14,3,33,0,13,1,0,0,3,0,0,0,0,1,0,1,1,1,Melitta® - Melitta Home,209,11781,1,6,0,0,18,1,com,0,15,www.melitta.com,24,1,3,0.12,0.74,0,3,0,0.75,0.0,0.25,1,https://www.melitta.com/
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,20,0,2,95,1,com,0,15,www.ratevin.com,119,1,22,0.18,0.73,1,3,1,0.7983193277310925,0.01680672268907563,0.18487394957983194,1,https://www.ratevin.com/story.php?title=ellie-kemper-kemper-02-stars-on-the-office-ellie-kemper-the-offices-new-recruit
657,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,1,43,1,com,0,18,www.leoslyrics.com,56,1,11,0.2,0.67,0,3,0,0.7678571428571429,0.017857142857142856,0.21428571428571427,1,https://www.leoslyrics.com/maroon-5/wake-up-call-lyrics/
658,6,2,90,14,6,1,1,1,7,1,0,1,1,1,0,0,1,1,Sigmund & The Sea Monsters Quiz | Sigmund And The Sea Monsters | 15 Questions,2271,645,1,14,0,6,56,1,com,0,17,www.funtrivia.com,76,1,11,0.14,0.75,0,3,0,0.7368421052631579,0.07894736842105263,0.18421052631578946,1,https://www.funtrivia.com/en/subtopics/Sigmund--The-Sea-Monsters-160764.html
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,0,43,2,org,0,20,www.en.wikipedia.org,53,0,5,0.09,1.0,0,3,0,0.8113207547169812,0.0,0.18867924528301888,1,https://www.en.wikipedia.org/wiki/White_South_African
660,20,16,102,0,22,1,1,1,37,1,0,0,1,1,0,0,0,1,Lamar Hunt U.S. Open Cup | U.S. Soccer Official Website,1,1683315,1,6,0,0,20,1,com,0,17,www.usopencup.com,26,0,2,0.08,0.7,0,3,0,0.7692307692307693,0.0,0.23076923076923078,1,https://www.usopencup.com/
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,61,1,com,0,25,www.absoluteastronomy.com,70,1,7,0.1,0.65,0,3,0,0.8714285714285714,0.0,0.12857142857142856,1,https://www.absoluteastronomy.com/topics/Nebraska_Cornhuskers_football
662,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,1,5,38,1,com,0,22,www.hispanicprwire.com,54,1,7,0.13,0.59,2,3,1,0.7037037037037037,0.09259259259259259,0.2037037037037037,1,https://www.hispanicprwire.com/print.php?l=in&id=11431
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,33,2,co.uk,0,21,www.brink.demon.co.uk,42,0,5,0.12,0.63,0,5,0,0.7857142857142857,0.0,0.21428571428571427,1,https://www.brink.demon.co.uk/pictures.htm
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,0,60,1,com,0,22,www.girlonlinegame.com,72,1,9,0.12,0.65,1,3,1,0.8333333333333334,0.0,0.16666666666666666,1,https://www.girlonlinegame.com/arcade/view.php?name=ardene-mall-makeover
665,8,0,8,9,152,1,2,1,27,1,1,1,1,0,1,1,1,1,Being Flynn Trailer: Robert De Niro and Paul Dano Meet in Suck City,6663,273149,1,20,0,6,82,1,com,0,13,www.nymag.com,108,1,22,0.2,0.78,0,3,0,0.7592592592592593,0.05555555555555555,0.18518518518518517,1,https://www.nymag.com/daily/entertainment/2011/11/being-flynn-trailer-robert-de-niro-lives-in-suck-city.html
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,3,33,1,com,0,19,www.torontohemp.com,44,0,3,0.07,0.72,0,3,0,0.75,0.06818181818181818,0.18181818181818182,1,https://www.torontohemp.com/news/news363.htm
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,13,0,3,64,1,com,0,16,www.essay411.com,80,1,15,0.19,0.7,0,3,0,0.8,0.0375,0.1625,1,https://www.essay411.com/yolande-cornelia-giovanni-poem-analysis-nikki-rosa.html
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,15,0,3,46,2,com,0,15,www.espn.go.com,64,1,10,0.16,0.8,0,3,0,0.71875,0.046875,0.234375,1,https://www.espn.go.com/nhl/player/stats/_/id/511/ian-laperriere
669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,64,86,1,10,0,3,43,1,edu,0,15,www.andrews.edu,56,1,9,0.16,0.63,0,3,0,0.7678571428571429,0.05357142857142857,0.17857142857142858,1,https://www.andrews.edu/~knutson/112.BattleOfQuebec.html
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,4,25,1,com,0,14,www.mylife.com,35,1,5,0.14,0.8,0,3,0,0.7142857142857143,0.11428571428571428,0.17142857142857143,1,https://www.mylife.com/katmckay1023
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,15,0,4,80,1,org,0,18,www.district87.org,99,1,15,0.15,0.61,0,3,0,0.8080808080808081,0.04040404040404041,0.15151515151515152,1,https://www.district87.org/bhs/athletics/baseball/Baseball%20Files/current_baseball_raider_news.htm
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,0,55,1,co.uk,0,26,www.britishicehockey.co.uk,65,1,7,0.11,0.52,0,5,0,0.8461538461538461,0.0,0.15384615384615385,1,https://www.britishicehockey.co.uk/clubs/nottingham-panthers.html
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,0,40,1,com,0,14,www.mahalo.com,52,1,13,0.25,0.78,0,3,0,0.7692307692307693,0.0,0.23076923076923078,1,https://www.mahalo.com/lewis-black-root-of-all-evil/
674,19,8,343,28,55,1,1,0,20,0,0,1,1,1,0,1,1,1,Newswise | Latest News on Trending Topics Across the World,2327,1157,1,14,0,0,80,1,com,0,16,www.newswise.com,94,1,13,0.14,0.83,0,3,0,0.851063829787234,0.0,0.14893617021276595,1,https://www.newswise.com/articles/golfer-tom-watsons-orthopaedic-surgeon-available-for-comment
675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,0,42,1,com,0,15,www.phxusbc.com,54,1,8,0.15,0.84,0,3,0,0.7777777777777778,0.0,0.2222222222222222,1,https://www.phxusbc.com/ctu-landmark-cases-roe-v-wade/
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,34,1,com,0,14,www.mylife.com,41,1,6,0.15,0.8,0,3,0,0.8292682926829268,0.0,0.17073170731707318,1,https://www.mylife.com/nathalie-theriault
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,0,45,1,com,0,22,www.whoulookingfor.com,54,1,7,0.13,0.59,0,3,0,0.8333333333333334,0.0,0.16666666666666666,1,https://www.whoulookingfor.com/People/Carl-Vetter.aspx
678,10,6,13,0,2,0,0,0,0,1,0,0,0,1,0,1,1,1,Liz fuller - YouTube,85,504159,1,6,0,2,33,1,com,0,15,www.youtube.com,43,0,2,0.05,0.73,1,3,1,0.7674418604651163,0.046511627906976744,0.18604651162790697,1,https://www.youtube.com/watch?v=Q83JawPvxFQ
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,0,0,41,2,org,0,20,www.en.wikipedia.org,53,0,5,0.09,1.0,0,3,0,0.7735849056603774,0.0,0.22641509433962265,1,https://www.en.wikipedia.org/wiki/Loft_Story_(Canada)
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,22,40,1,org,0,14,www.jcfmtl.org,75,1,16,0.21,0.63,1,3,1,0.5333333333333333,0.29333333333333333,0.17333333333333334,1,https://www.jcfmtl.org/article.php?uid=b4a8f278-d3c5-102a-a172-0030485bfd02
681,16,9,38,0,14,0,1,1,6,1,0,1,1,1,0,1,1,1,"Salons Funéraire J F Fortin & Fils - 400 Rte du Capitaine Fournier, Port-daniel, QC | ProfileCanada.com",427,560,1,15,0,6,74,1,com,0,21,www.profilecanada.com,97,1,16,0.16,0.62,1,3,1,0.7628865979381443,0.061855670103092786,0.17525773195876287,1,https://www.profilecanada.com/companydetail.cfm?company=807224_J_F_Fortin_Fils_Enr_Port-daniel_QC
682,8,4,129,0,23,0,0,0,26,1,0,1,1,1,0,1,1,1,BMO Field,965,1730,1,6,0,0,19,1,com,0,16,www.bmofield.com,25,1,3,0.12,0.7,0,3,0,0.76,0.0,0.24,1,https://www.bmofield.com/
683,48,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Epic Megagames,90,163379,1,9,0,15,37,1,com,0,16,www.facebook.com,61,1,8,0.13,0.67,0,3,0,0.6065573770491803,0.2459016393442623,0.14754098360655737,1,https://www.facebook.com/pages/Epic-Megagames/111893522162062
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,28,1,com,0,25,www.mtlcommunications.com,34,1,3,0.09,0.58,0,3,0,0.8235294117647058,0.0,0.17647058823529413,1,https://www.mtlcommunications.com/
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,0,0,32,2,edu,0,14,www.cs.ucr.edu,42,1,6,0.14,0.57,0,3,0,0.7619047619047619,0.0,0.23809523809523808,1,https://www.cs.ucr.edu/~stelo/pattern.html
686,5,2,10,0,8,0,0,0,4,1,0,0,0,1,0,0,1,1,"Nerf NOW!! — Hey mom, I am on the internet!",223,279,1,7,0,1,23,1,com,0,15,www.nerfnow.com,31,0,2,0.06,0.78,0,3,0,0.7419354838709677,0.03225806451612903,0.22580645161290322,1,https://www.nerfnow.com/comic/4
687,14,10,102,5,62,1,0,0,12,1,0,0,1,1,0,1,1,1,Home - Daniel Boone Regional Library,937,9462,1,6,0,0,15,1,org,0,12,www.dbrl.org,21,1,3,0.14,0.67,0,3,0,0.7142857142857143,0.0,0.2857142857142857,1,https://www.dbrl.org/
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,114,1,7,0,0,26,1,com,0,14,www.upiweb.com,33,1,5,0.15,0.74,0,3,0,0.7878787878787878,0.0,0.21212121212121213,1,https://www.upiweb.com/globe.html
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,16,0,9,68,1,com,0,25,www.associatedcontent.com,93,1,17,0.18,0.59,0,3,0,0.7311827956989247,0.0967741935483871,0.17204301075268819,1,https://www.associatedcontent.com/article/2848036/10_black_and_white_films_to_watch_over.html
690,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,14,0,8,64,2,com,0,20,www.travel.yahoo.com,86,1,16,0.19,0.74,0,3,0,0.7441860465116279,0.09302325581395349,0.16279069767441862,1,https://www.travel.yahoo.com/p-travelguide-12509816-municipal_auditorium_kansas_city-i
